,0
zhaz,26.932668329177055
zbmi2,26.932668329177055
wmi,26.517040731504572
wellwithpump,24.93765586034913
wellwater,24.93765586034913
wealth_baseline_4sum,24.93765586034913
wealth_baselineXtreat,24.93765586034913
wealth_baseline,24.93765586034913
waterpump,24.93765586034913
washingmachine,24.93765586034913
vsi,26.60016625103907
vci,26.683291770573565
var621,34.2477140482128
var620,34.2477140482128
var619,34.2477140482128
var618,34.2477140482128
var611,34.66334164588529
var599,40.81463009143807
var416,33.99833748960931
var29,24.93765586034913
urdu,27.09891936824605
uc,0.0
tv,24.93765586034913
treat,0.0
toteduXtreat,26.433915211970078
three_groups,26.433915211970078
stroop,26.433915211970078
stillbirth,24.93765586034913
spence,26.433915211970078
socialsupport_f,51.4546965918537
socialsupport,6.899418121363259
social_phobia,26.433915211970078
ses_bl_flipped,24.93765586034913
ses_6m,32.00332502078138
ses_1y,34.2477140482128
ses,26.433915211970078
separation,26.433915211970078
sdq_sum,26.433915211970078
sdq_pro,26.433915211970078
sdq_peer,26.433915211970078
sdq_hyper,26.433915211970078
sdq_emo,26.433915211970078
sdq_cond,26.433915211970078
scid_tot_2,26.433915211970078
scid_tot,26.433915211970078
schoolqual_pca,29.343308395677475
sample,0.0
relationshipindex_f,53.78221113881961
relationshipindex_1y_f,34.66334164588529
relationshipindex_1y,34.2477140482128
relationshipindex,27.763923524522028
relationship_inlaw_1y,34.2477140482128
relationship_inlaw,52.95095594347464
relationship_husb_1y,34.66334164588529
relationship_husb,28.595178719866997
relation_traj_f,69.74231088944306
relation_traj,9.72568578553616
refused,24.93765586034913
recover_perm,0.0
recover_never,0.0
radio,24.93765586034913
psi,27.09891936824605
private_sch,27.015793848711557
pregnant_12m,34.330839567747304
play_mo_1y,40.81463009143807
play_fa_1y,51.20532003325021
pipedwater,24.93765586034913
parenttime,26.433915211970078
parentstyle_f,26.433915211970078
parentstyle,26.433915211970078
parentmoney,26.433915211970078
parentinputs_infancy_f,51.2884455527847
parentinputs_infancy,32.16957605985037
panic,26.433915211970078
p_hat,34.82959268495428
occupation_fa_baseline,33.16708229426434
obc,26.433915211970078
notunwell,26.433915211970078
notlast,0.0
notdepressed,26.433915211970078
notdep2013,9.891936824605153
notdep2012,9.891936824605153
notdep2011,9.891936824605153
notdep1213_2,26.433915211970078
notdep1213,26.433915211970078
notdep,26.433915211970078
not_stunted,26.433915211970078
nonviolent_1y,34.66334164588529
nonviolent,28.595178719866997
nodebt_7y,28.013300083125518
no_kids_postt,26.433915211970078
no_kids_over5_dead,26.683291770573565
no_kids_less1_dead,26.766417290108063
no_kids_baseline,26.433915211970078
no_kids_1_5_dead,26.766417290108063
newid,26.433915211970078
mspss_tot,26.433915211970078
mspss_baselineXtreat,24.93765586034913
mspss_baseline,24.93765586034913
mspss_6m,32.00332502078138
mspss_1y,34.2477140482128
moved,24.93765586034913
motorcycle,24.93765586034913
motor,26.433915211970078
motherhealthindex_f,64.33915211970074
motherhealthindex,6.6500415627597675
motherfinancial_f,53.44970906068163
motherfinancial_7y_f,29.343308395677475
motherfinancial_7y,26.433915211970078
motherfinancial,6.899418121363259
motherdeath,24.93765586034913
mother_mh_f,26.433915211970078
mother_mh,26.433915211970078
month_int_sq,26.433915211970078
month_int,26.433915211970078
mo_wt_6m,31.75394846217789
mo_ht,24.93765586034913
mo_empXtreat,24.93765586034913
mo_emp,24.93765586034913
mo_bmi,24.93765586034913
mo_491_2,26.433915211970078
mo_490_2,26.433915211970078
mo_488_2,26.433915211970078
mo_485_2,26.433915211970078
mo_360,26.433915211970078
mo_358,26.433915211970078
mo_185,28.595178719866997
metalroof,24.93765586034913
math,27.18204488778055
maternalgma,24.93765586034913
maritalscale_1y,34.66334164588529
maritalscale,28.595178719866997
lteachers,27.34829592684954
lrooms,27.34829592684954
ln_income_fa_6m,36.15960099750624
ln_income_fa_1y,36.15960099750624
ln_income_fa,40.23275145469659
ln_expend_educ,37.82211138819618
lhw_9,16.54197838736492
